traditional,simplified,pinyin,translation_1,translation_2,translation_3,translation_4,translation_5,translation_6,translation_7,translation_8,translation_9,translation_10,translation_11,translation_12,translation_13,translation_14,translation_15,translation_16,translation_17,translation_18
申曲,申曲,shen1 qu3],Shanghai opera,same as 滬劇|沪剧,,,,,,,,,,,,,,,,
申根,申根,Shen1 gen1],Schengen,,,,,,,,,,,,,,,,,
申狀,申状,shen1 zhuang4],to present (a document),to submit (a petition),,,,,,,,,,,,,,,,
申猴,申猴,shen1 hou2],Year 9 year of the Monkey (e.g. 2004),,,,,,,,,,,,,,,,,
申理,申理,shen1 li3],to right a wrong,to seek justice,,,,,,,,,,,,,,,,
申申,申申,shen1 shen1],cosy and comfortable,to repeat endlessly,,,,,,,,,,,,,,,,
申言,申言,shen1 yan2],to profess,to declare,,,,,,,,,,,,,,,,
申討,申讨,shen1 tao3],to denounce,,,,,,,,,,,,,,,,,
申訴,申诉,shen1 su4],to file a complaint,to appeal (to an authority a higher court of justice etc),complaint,appeal,,,,,,,,,,,,,,
申訴書,申诉书,shen1 su4 shu1],written appeal,,,,,,,,,,,,,,,,,
申說,申说,shen1 shuo1],to state,to assert,,,,,,,,,,,,,,,,
申請,申请,shen1 qing3],to apply for sth,application (form etc),CL:份[fen4],,,,,,,,,,,,,,,
申請人,申请人,shen1 qing3 ren2],applicant,,,,,,,,,,,,,,,,,
申請書,申请书,shen1 qing3 shu1],application,application form,petition (to higher authorities),,,,,,,,,,,,,,,
申請表,申请表,shen1 qing3 biao3],application form,,,,,,,,,,,,,,,,,
申論,申论,shen1 lun4],to give a detailed exposition,to state in detail,,,,,,,,,,,,,,,,
申謝,申谢,shen1 xie4],to express gratitude,to thank,,,,,,,,,,,,,,,,
申購,申购,shen1 gou4],to ask to buy,to bid for purchase,,,,,,,,,,,,,,,,
申辦,申办,shen1 ban4],to apply for,to bid for,,,,,,,,,,,,,,,,
申辯,申辩,shen1 bian4],to defend oneself,to rebut a charge,,,,,,,,,,,,,,,,
申述,申述,shen1 shu4],to state,to assert,to allege,to specify,,,,,,,,,,,,,,
申雪,申雪,shen1 xue3],to right a wrong,to redress an injustice,,,,,,,,,,,,,,,,
申領,申领,shen1 ling3],to apply (for license visa etc),,,,,,,,,,,,,,,,,
申飭,申饬,shen1 chi4],to warn,to blame,to rebuke,also written 申斥,,,,,,,,,,,,,,
甴,甴,zha2],see 曱甴[yue1 zha2],,,,,,,,,,,,,,,,,
男,男,nan2],male,Baron lowest of five orders of nobility 五等爵位[wu3 deng3 jue2 wei4],CL:個|个[ge4],,,,,,,,,,,,,,,
男中音,男中音,nan2 zhong1 yin1],baritone,,,,,,,,,,,,,,,,,
男人,男人,nan2 ren2],a man,a male,men,CL:個|个[ge4],,,,,,,,,,,,,,
男人不壞，女人不愛,男人不坏，女人不爱,nan2 ren2 bu4 huai4 nu:3 ren2 bu4 ai4],women love bad guys,,,,,,,,,,,,,,,,,
男人婆,男人婆,nan2 ren2 po2],tomboy,,,,,,,,,,,,,,,,,
男人膝下有黃金,男人膝下有黄金,nan2 ren2 xi1 xia4 you3 huang2 jin1],lit. the man has gold under his knees; fig. a man who does not easily kneel in front of others (owing to pride or moral integrity),,,,,,,,,,,,,,,,,
男低音,男低音,nan2 di1 yin1],bass (music),lower register male voice,,,,,,,,,,,,,,,,
男修道院長,男修道院长,nan2 xiu1 dao4 yuan4 zhang3],abbot,,,,,,,,,,,,,,,,,
男儐相,男傧相,nan2 bin1 xiang4],best man (in a marriage),,,,,,,,,,,,,,,,,
男兒,男儿,nan2 er2],a (real) man,boy,son,,,,,,,,,,,,,,,
男兒有淚不輕彈,男儿有泪不轻弹,nan2 er2 you3 lei4 bu4 qing1 tan2],real men do not easily cry (idiom),,,,,,,,,,,,,,,,,
男友,男友,nan2 you3],boyfriend,,,,,,,,,,,,,,,,,
男同,男同,nan2 tong2],gay guy (coll.),,,,,,,,,,,,,,,,,
男同胞,男同胞,nan2 tong2 bao1],man,male,male compatriot,,,,,,,,,,,,,,,
男單,男单,nan2 dan1],men's singles (in tennis badminton etc),,,,,,,,,,,,,,,,,
男基尼,男基尼,nan2 ji1 ni2],mankini (loanword),,,,,,,,,,,,,,,,,
男士,男士,nan2 shi4],man,gentleman,,,,,,,,,,,,,,,,
男女,男女,nan2 nu:3],male-female,male and female,,,,,,,,,,,,,,,,
男女合校,男女合校,nan2 nu:3 he2 xiao4],see 男女同校[nan2 nu:3 tong2 xiao4],,,,,,,,,,,,,,,,,
男女同校,男女同校,nan2 nu:3 tong2 xiao4],coeducation,,,,,,,,,,,,,,,,,
男女平等,男女平等,nan2 nu:3 ping2 deng3],equality of the sexes,,,,,,,,,,,,,,,,,
男女授受不親,男女授受不亲,nan2 nu:3 shou4 shou4 bu4 qin1],men and women should not touch hands when they give or receive things (citation from Mencius),,,,,,,,,,,,,,,,,
男女老少,男女老少,nan2 nu:3 lao3 shao4],men women young and old,all kinds of people,people of all ages,each and everyone,,,,,,,,,,,,,,
男女老幼,男女老幼,nan2 nu:3 lao3 you4],men women young and old,everybody,,,,,,,,,,,,,,,,
男女關係,男女关系,nan2 nu:3 guan1 xi4],man-woman connection,intimate relationship,,,,,,,,,,,,,,,,
男妓,男妓,nan2 ji4],male prostitute,(old) pimp,,,,,,,,,,,,,,,,
男娃,男娃,nan2 wa2],(dialect) boy,guy,,,,,,,,,,,,,,,,
男婚女嫁,男婚女嫁,nan2 hun1 nu:3 jia4],to celebrate a wedding,,,,,,,,,,,,,,,,,
男嬰,男婴,nan2 ying1],male baby,,,,,,,,,,,,,,,,,
男子,男子,nan2 zi3],a man,a male,,,,,,,,,,,,,,,,
男子單,男子单,nan2 zi3 dan1],men's singles (sports),,,,,,,,,,,,,,,,,
男子氣,男子气,nan2 zi3 qi4],manly,masculine,,,,,,,,,,,,,,,,
男子氣概,男子气概,nan2 zi3 qi4 gai4],masculinity,manliness,,,,,,,,,,,,,,,,
男子漢,男子汉,nan2 zi3 han4],man (i.e. manly masculine),,,,,,,,,,,,,,,,,
男子漢大丈夫,男子汉大丈夫,nan2 zi3 han4 da4 zhang4 fu5],(coll.) he-man,,,,,,,,,,,,,,,,,
男子籃球,男子篮球,nan2 zi3 lan2 qiu2],men's basketball,,,,,,,,,,,,,,,,,
男孩,男孩,nan2 hai2],boy,CL:個|个[ge4],,,,,,,,,,,,,,,,
男孩兒,男孩儿,nan2 hai2 r5],erhua variant of 男孩[nan2 hai2],,,,,,,,,,,,,,,,,
男孩子,男孩子,nan2 hai2 zi5],boy,,,,,,,,,,,,,,,,,
男孩樂隊,男孩乐队,nan2 hai2 yue4 dui4],boy band (type of pop group),,,,,,,,,,,,,,,,,
男家,男家,nan2 jia1],man's family (in marriage),,,,,,,,,,,,,,,,,
男尊女卑,男尊女卑,nan2 zun1 nu:3 bei1],to regard men as superior to women (idiom),,,,,,,,,,,,,,,,,
男工,男工,nan2 gong1],male worker,,,,,,,,,,,,,,,,,
男左女右,男左女右,nan2 zuo3 nu:3 you4],the left is for males the right is for females (traditional saying),,,,,,,,,,,,,,,,,
男巫,男巫,nan2 wu1],wizard,warlock,,,,,,,,,,,,,,,,
男廁,男厕,nan2 ce4],gents washroom,gents toilets,,,,,,,,,,,,,,,,
男怕入錯行，女怕嫁錯郎,男怕入错行，女怕嫁错郎,nan2 pa4 ru4 cuo4 hang2 nu:3 pa4 jia4 cuo4 lang2],men fear getting into the wrong line of business women fear marrying the wrong man (proverb),,,,,,,,,,,,,,,,,
男性,男性,nan2 xing4],the male sex,a male,,,,,,,,,,,,,,,,
男性主義,男性主义,nan2 xing4 zhu3 yi4],masculism,,,,,,,,,,,,,,,,,
男性化,男性化,nan2 xing4 hua4],to masculinize,masculinization,,,,,,,,,,,,,,,,
男性厭惡,男性厌恶,nan2 xing4 yan4 wu4],misandry,,,,,,,,,,,,,,,,,
男性親屬,男性亲属,nan2 xing4 qin1 shu3],kinsman,,,,,,,,,,,,,,,,,
男性貶抑,男性贬抑,nan2 xing4 bian3 yi4],misandry,,,,,,,,,,,,,,,,,
男才女貌,男才女貌,nan2 cai2 nu:3 mao4],talented man and beautiful woman,ideal couple,,,,,,,,,,,,,,,,
男扮女裝,男扮女装,nan2 ban4 nu:3 zhuang1],(of a man) to dress as a woman (idiom),,,,,,,,,,,,,,,,,
男排,男排,nan2 pai2],men's volleyball,abbr. for 男子排球,,,,,,,,,,,,,,,,
男方,男方,nan2 fang1],the bridegroom's side,of the bridegroom's family,,,,,,,,,,,,,,,,
男旦,男旦,nan2 dan4],male actor playing the female role (Chinese opera),,,,,,,,,,,,,,,,,
男星,男星,nan2 xing1],male star,famous actor,,,,,,,,,,,,,,,,
男朋友,男朋友,nan2 peng2 you5],boyfriend,,,,,,,,,,,,,,,,,
男根,男根,nan2 gen1],penis,,,,,,,,,,,,,,,,,
男歡女愛,男欢女爱,nan2 huan1 nu:3 ai4],passionate love (idiom),,,,,,,,,,,,,,,,,
男爵,男爵,nan2 jue2],baron,,,,,,,,,,,,,,,,,
男生,男生,nan2 sheng1],schoolboy,male student,boy,guy (young adult male),,,,,,,,,,,,,,
男的,男的,nan2 de5],man,,,,,,,,,,,,,,,,,
男神,男神,nan2 shen2],Mr Perfect,Adonis,Prince Charming,,,,,,,,,,,,,,,
男票,男票,nan2 piao4],boyfriend (Internet slang),,,,,,,,,,,,,,,,,
男童,男童,nan2 tong2],boy,male child,,,,,,,,,,,,,,,,
男管家,男管家,nan2 guan3 jia1],butler,majordomo,housekeeper,,,,,,,,,,,,,,,
男色,男色,nan2 se4],male homosexuality,,,,,,,,,,,,,,,,,
男蟲,男虫,nan2 chong2],swindler,conman,,,,,,,,,,,,,,,,
男裝,男装,nan2 zhuang1],men's clothes,,,,,,,,,,,,,,,,,
男雙,男双,nan2 shuang1],men's doubles (in tennis badminton etc),,,,,,,,,,,,,,,,,
男風,男风,nan2 feng1],male homosexuality,buggery,,,,,,,,,,,,,,,,
男高音,男高音,nan2 gao1 yin1],tenor,,,,,,,,,,,,,,,,,
男高音部,男高音部,nan2 gao1 yin1 bu4],tenor part,,,,,,,,,,,,,,,,,
甸,甸,Dian4],surname Dian,,,,,,,,,,,,,,,,,
甸,甸,dian4],suburbs or outskirts,one of the five degrees of official mourning attire in dynastic China,official in charge of fields (old),,,,,,,,,,,,,,,
甹,甹,ping1],chivalrous knight,,,,,,,,,,,,,,,,,
町,町,ding1],(used in place names),,,,,,,,,,,,,,,,,
町,町,ting3],raised path between fields,,,,,,,,,,,,,,,,,
甽,甽,quan3],drain between fields irrigation,,,,,,,,,,,,,,,,,
甾,甾,zai1],steroid nucleus,,,,,,,,,,,,,,,,,
甾酮,甾酮,zai1 tong2],sterone (steroid containing a ketone group),steroid hormone,,,,,,,,,,,,,,,,
甾醇,甾醇,zai1 chun2],sterol (chemistry),,,,,,,,,,,,,,,,,
甿,甿,meng2],variant of 氓[meng2],,,,,,,,,,,,,,,,,
畀,畀,bi4],to confer on,to give to,,,,,,,,,,,,,,,,
畁,畁,bi4],variant of 畀[bi4],,,,,,,,,,,,,,,,,
畂,亩,mu3],old variant of 畝|亩[mu3],,,,,,,,,,,,,,,,,
畄,畄,liu2],old variant of 留[liu2],,,,,,,,,,,,,,,,,
畆,亩,mu3],old variant of 畝|亩[mu3],,,,,,,,,,,,,,,,,
畇,畇,yun2],reclaimed land,,,,,,,,,,,,,,,,,
畈,畈,fan4],field,farm,,,,,,,,,,,,,,,,
畊,耕,geng1],variant of 耕[geng1],,,,,,,,,,,,,,,,,
畋,畋,tian2],to cultivate (land),to hunt,,,,,,,,,,,,,,,,
畋獵,畋猎,tian2 lie4],to hunt,,,,,,,,,,,,,,,,,
界,界,jie4],boundary,scope,extent,circles,group,kingdom (taxonomy),,,,,,,,,,,,
界乎,界乎,jie4 hu1],variant of 介乎[jie4 hu1],,,,,,,,,,,,,,,,,
界內球,界内球,jie4 nei4 qiu2],ball within bounds (sports),in,fair ball (baseball),,,,,,,,,,,,,,,
界別,界别,jie4 bie2],kingdom (taxonomy),,,,,,,,,,,,,,,,,
界定,界定,jie4 ding4],definition,to delimit,,,,,,,,,,,,,,,,
界尺,界尺,jie4 chi3],ungraduated ruler,straightedge,,,,,,,,,,,,,,,,
界標,界标,jie4 biao1],landmark,,,,,,,,,,,,,,,,,
界河,界河,jie4 he2],frontier river,river forming international boundary,,,,,,,,,,,,,,,,
界畫,界画,jie4 hua4],accurate depiction of architectural forms with the aid of a ruler (technique of Chinese art),picture created using this technique,,,,,,,,,,,,,,,,
界碑,界碑,jie4 bei1],boundary stone,table marking border,,,,,,,,,,,,,,,,
界線,界线,jie4 xian4],limits,bounds,dividing line,,,,,,,,,,,,,,,
界限,界限,jie4 xian4],boundary,marginal,,,,,,,,,,,,,,,,
界面,界面,jie4 mian4],contact surface,(computing) interface,,,,,,,,,,,,,,,,
界首,界首,Jie4 shou3],Jieshou county level city in Fuyang 阜陽|阜阳[Fu4 yang2] Anhui,,,,,,,,,,,,,,,,,
界首市,界首市,Jie4 shou3 shi4],Jieshou county level city in Fuyang 阜陽|阜阳[Fu4 yang2] Anhui,,,,,,,,,,,,,,,,,
畎,畎,quan3],field drains,,,,,,,,,,,,,,,,,
畏,畏,wei4],to fear,,,,,,,,,,,,,,,,,
畏友,畏友,wei4 you3],revered friend,,,,,,,,,,,,,,,,,
畏忌,畏忌,wei4 ji4],to be arrested by fear,restraint,scruple,,,,,,,,,,,,,,,
畏懼,畏惧,wei4 ju4],to fear,to dread,foreboding,,,,,,,,,,,,,,,
畏畏縮縮,畏畏缩缩,wei4 wei4 suo1 suo1],cowering,cringing,,,,,,,,,,,,,,,,
畏縮,畏缩,wei4 suo1],to cower,to flinch,to quail,to recoil,,,,,,,,,,,,,,
畏縮不前,畏缩不前,wei4 suo1 bu4 qian2],to shrink back in fear (idiom); too cowardly to advance,,,,,,,,,,,,,,,,,
畏罪,畏罪,wei4 zui4],to dread punishment,afraid of being arrested for a crime,,,,,,,,,,,,,,,,
畏罪自殺,畏罪自杀,wei4 zui4 zi4 sha1],to commit suicide to escape punishment,,,,,,,,,,,,,,,,,
畏途,畏途,wei4 tu2],dangerous road,(fig.) perilous or intimidating undertaking,,,,,,,,,,,,,,,,
畏首畏尾,畏首畏尾,wei4 shou3 wei4 wei3],afraid of the head terrified of the tail (idiom); ever fearful and nervous,afraid of the slightest thing,,,,,,,,,,,,,,,,
畑,畑,tian2],used in Japanese names with phonetic value hatake bata etc,dry field (i.e. not paddy field),,,,,,,,,,,,,,,,
畒,畒,mu3],old variant of 畝|亩[mu3],,,,,,,,,,,,,,,,,
畓,畓,xx5],phonetic dap or dābo,rice paddy (Korean gugja),,,,,,,,,,,,,,,,
畔,畔,pan4],edge,side,boundary,bank (of a river etc),shore,,,,,,,,,,,,,
畔援,畔援,pan4 yuan2],domineering,tyrannical,,,,,,,,,,,,,,,,
留,留,liu2],to leave (a message etc),to retain,to stay,to remain,to keep,to preserve,,,,,,,,,,,,
留一手,留一手,liu2 yi1 shou3],to hold back a trick,not to divulge all one's trade secrets,,,,,,,,,,,,,,,,
留下,留下,liu2 xia4],to leave behind,to stay behind,to remain,to keep,not to let (sb) go,,,,,,,,,,,,,
留任,留任,liu2 ren4],to remain in office,to hold on to one's job,,,,,,,,,,,,,,,,
留住,留住,liu2 zhu4],to ask sb to stay,to keep sb for the night,to await (classical),,,,,,,,,,,,,,,
留作,留作,liu2 zuo4],to set aside for,to keep as,,,,,,,,,,,,,,,,
留傳,留传,liu2 chuan2],to bequeath (to later generations),a legacy,,,,,,,,,,,,,,,,
留別,留别,liu2 bie2],a departing gift,a souvenir on leaving,a poem to mark one's departure,,,,,,,,,,,,,,,
留園,留园,Liu2 Yuan2],Lingering Garden in Suzhou Jiangsu,,,,,,,,,,,,,,,,,
留堂,留堂,liu2 tang2],to stay behind (after class),to be given detention,detention,,,,,,,,,,,,,,,
留壩,留坝,Liu2 ba4],Liuba County in Hanzhong 漢中|汉中[Han4 zhong1] Shaanxi,,,,,,,,,,,,,,,,,
留壩縣,留坝县,Liu2 ba4 Xian4],Liuba County in Hanzhong 漢中|汉中[Han4 zhong1] Shaanxi,,,,,,,,,,,,,,,,,
留存,留存,liu2 cun2],to keep,to preserve,extant,to remain (from the past),,,,,,,,,,,,,,
留存收益,留存收益,liu2 cun2 shou1 yi4],retained earnings,,,,,,,,,,,,,,,,,
留學,留学,liu2 xue2],to study abroad,,,,,,,,,,,,,,,,,
留學生,留学生,liu2 xue2 sheng1],student studying abroad,(foreign) exchange student,CL:個|个[ge4]位[wei4],,,,,,,,,,,,,,,
留守,留守,liu2 shou3],to stay behind to take care of things,,,,,,,,,,,,,,,,,
留守兒童,留守儿童,liu2 shou3 er2 tong2],left-behind children rural children whose parents have to make a living as migrant workers in distant urban areas but cannot afford to keep the family with them,,,,,,,,,,,,,,,,,
留客,留客,liu2 ke4],to ask a guest to stay,to detain a guest,,,,,,,,,,,,,,,,
留宿,留宿,liu2 su4],to put up a guest,to stay overnight,,,,,,,,,,,,,,,,
留尼旺,留尼旺,Liu2 ni2 wang4],Réunion (island in Indian Ocean a French overseas department) (Tw),,,,,,,,,,,,,,,,,
留尼汪,留尼汪,Liu2 ni2 wang1],Réunion (island in Indian Ocean a French overseas department),,,,,,,,,,,,,,,,,
留尾巴,留尾巴,liu2 wei3 ba5],to leave loose ends,to leave matters unresolved,,,,,,,,,,,,,,,,
留底,留底,liu2 di3],to keep a copy,copy kept for archiving,to put aside a portion (of a money sum),,,,,,,,,,,,,,,
留影,留影,liu2 ying3],to take a photo as a souvenir,a souvenir photo,,,,,,,,,,,,,,,,
留待,留待,liu2 dai4],to leave sth for later,to postpone (work a decision etc),,,,,,,,,,,,,,,,
留後路,留后路,liu2 hou4 lu4],to leave oneself a way out,,,,,,,,,,,,,,,,,
留得青山在，不怕沒柴燒,留得青山在，不怕没柴烧,liu2 de5 qing1 shan1 zai4 bu4 pa4 mei2 chai2 shao1],While the green hills last there'll be wood to burn (idiom). Where there's life there's hope.,,,,,,,,,,,,,,,,,
留心,留心,liu2 xin1],to be careful,to pay attention to,,,,,,,,,,,,,,,,
留心眼兒,留心眼儿,liu2 xin1 yan3 r5],to be on the alert,to keep one's eyes open,,,,,,,,,,,,,,,,
留念,留念,liu2 nian4],to keep as a souvenir,to recall fondly,,,,,,,,,,,,,,,,
留情,留情,liu2 qing2],to relent (to spare sb's feelings),to show mercy or forgiveness,to forbear,lenient,,,,,,,,,,,,,,
留意,留意,liu2 yi4],to be mindful,to pay attention to,to take note of,,,,,,,,,,,,,,,
留戀,留恋,liu2 lian4],reluctant to leave,to hate to have to go,to recall fondly,,,,,,,,,,,,,,,
留成,留成,liu2 cheng2],to retain a portion (of profits etc),,,,,,,,,,,,,,,,,
留有餘地,留有余地,liu2 you3 yu2 di4],to leave some leeway,to allow for the unpredictable,,,,,,,,,,,,,,,,
留校,留校,liu2 xiao4],to join the faculty of one's alma mater upon graduation,to remain at school during vacation,,,,,,,,,,,,,,,,
留步,留步,liu2 bu4],(said by departing guest) no need to see me out,,,,,,,,,,,,,,,,,
留洋,留洋,liu2 yang2],to study abroad (old term),same as 留學|留学,,,,,,,,,,,,,,,,
留海,留海,liu2 hai3],see 劉海|刘海[liu2 hai3],,,,,,,,,,,,,,,,,
留班,留班,liu2 ban1],to repeat a year in school,,,,,,,,,,,,,,,,,
留用,留用,liu2 yong4],to keep for use,to retain sth,to keep sb in his job,,,,,,,,,,,,,,,
留白,留白,liu2 bai2],to leave a message,to leave some empty space in a work of art,to leave idle moments (in one's life a theater play etc),,,,,,,,,,,,,,,
留神,留神,liu2 shen2],to take care,to be careful,,,,,,,,,,,,,,,,
留種,留种,liu2 zhong3],to keep a seed stock,seed held back for planting,,,,,,,,,,,,,,,,
留空,留空,liu2 kong4],to leave blank space in a document,to leave some time free,,,,,,,,,,,,,,,,
留級,留级,liu2 ji2],to repeat a year in school,,,,,,,,,,,,,,,,,
留給,留给,liu2 gei3],to set aside for,,,,,,,,,,,,,,,,,
留置,留置,liu2 zhi4],to leave in place,to set aside (for further use),to retain,to detain,(medicine) indwelling,,,,,,,,,,,,,
留聲機,留声机,liu2 sheng1 ji1],gramophone,phonograph,,,,,,,,,,,,,,,,
留職,留职,liu2 zhi2],to keep an official position,to hold on to one's job,,,,,,,,,,,,,,,,
留職停薪,留职停薪,liu2 zhi2 ting2 xin1],leave of absence without pay (Tw),,,,,,,,,,,,,,,,,
留芳千古,留芳千古,liu2 fang1 qian1 gu3],a good reputation to last down the generations,,,,,,,,,,,,,,,,,
留芳百世,留芳百世,liu2 fang1 bai3 shi4],a good reputation to last a hundred generations,,,,,,,,,,,,,,,,,
留蘭香,留兰香,liu2 lan2 xiang1],spearmint,,,,,,,,,,,,,,,,,
留言,留言,liu2 yan2],to leave a message,to leave one's comments,message,,,,,,,,,,,,,,,
留言本,留言本,liu2 yan2 ben3],guestbook,,,,,,,,,,,,,,,,,
留言簿,留言簿,liu2 yan2 bu4],visitor's book,CL:本[ben3],,,,,,,,,,,,,,,,
留話,留话,liu2 hua4],to leave word,to leave a message,,,,,,,,,,,,,,,,
留連,留连,liu2 lian2],variant of 流連|流连[liu2 lian2],,,,,,,,,,,,,,,,,
留連果,留连果,liu2 lian2 guo3],variant of 榴槤果|榴梿果 durian fruit,,,,,,,,,,,,,,,,,
留連論詩,留连论诗,liu2 lian2 lun4 shi1],to continue to discuss a poem over a long period,,,,,,,,,,,,,,,,,
留遺,留遗,liu2 yi2],to leave behind,sb's legacy,,,,,,,,,,,,,,,,
留都,留都,liu2 du1],the old capital (after a move),,,,,,,,,,,,,,,,,
留醫,留医,liu2 yi1],to be hospitalized,,,,,,,,,,,,,,,,,
留針,留针,liu2 zhen1],to leave an inserted needle in place for a period of time (acupuncture),,,,,,,,,,,,,,,,,
留門,留门,liu2 men2],to leave the door unlocked for sb,,,,,,,,,,,,,,,,,
留難,留难,liu2 nan4],to make sth difficult,to create obstacles,,,,,,,,,,,,,,,,
留題,留题,liu2 ti2],extemporaneous thoughts noted down after a visit,,,,,,,,,,,,,,,,,
留飯,留饭,liu2 fan4],to put some food aside for sb,to invite sb to stay for a meal,invitation to dinner,,,,,,,,,,,,,,,
留飲,留饮,liu2 yin3],edema (accumulation of interstitial fluids in internal organs),dropsy,,,,,,,,,,,,,,,,
留餘地,留余地,liu2 yu2 di4],to leave room to maneuver,to leave a margin for error,,,,,,,,,,,,,,,,
留駐,留驻,liu2 zhu4],to keep stationed (of troops),to remain as a garrison,,,,,,,,,,,,,,,,
留鳥,留鸟,liu2 niao3],nonmigratory bird,,,,,,,,,,,,,,,,,
畚,畚,ben3],a basket or pan used for earth,manure etc,,,,,,,,,,,,,,,,
畚斗,畚斗,ben3 dou3],dustpan,,,,,,,,,,,,,,,,,
畚箕,畚箕,ben3 ji1],a bamboo or wicker scoop,dustpan,,,,,,,,,,,,,,,,
畛,畛,zhen3],border,boundary,field-path,,,,,,,,,,,,,,,
畛域,畛域,zhen3 yu4],(formal) boundary,scope,,,,,,,,,,,,,,,,
畜,畜,chu4],livestock,domesticated animal,domestic animal,,,,,,,,,,,,,,,
畜,畜,xu4],to raise (animals),,,,,,,,,,,,,,,,,
畜力,畜力,chu4 li4],animal power,animal-drawn (plow etc),,,,,,,,,,,,,,,,
畜欄,畜栏,chu4 lan2],pen for livestock,,,,,,,,,,,,,,,,,
畜牧,畜牧,xu4 mu4],to raise animals,,,,,,,,,,,,,,,,,
畜牧業,畜牧业,xu4 mu4 ye4],animal husbandry,stock raising,livestock raising,,,,,,,,,,,,,,,
畜牲,畜牲,chu4 sheng1],livestock or specifically the six farm animals cow horse sheep cock dog pig 牛馬羊雞狗豬|牛马羊鸡狗猪,an insult You animal!,,,,,,,,,,,,,,,,
畜生,畜生,chu4 sheng5],domestic animal,brute,bastard,,,,,,,,,,,,,,,
畜產品,畜产品,xu4 chan3 pin3],domesticated animal products,,,,,,,,,,,,,,,,,
畜肥,畜肥,chu4 fei2],animal manure,,,,,,,,,,,,,,,,,
畜類,畜类,chu4 lei4],domestic animal,,,,,,,,,,,,,,,,,
畝,亩,mu3],classifier for fields,unit of area equal to one fifteenth of a hectare,,,,,,,,,,,,,,,,
畟,畟,ce4],sharp,,,,,,,,,,,,,,,,,
畢,毕,Bi4],surname Bi,,,,,,,,,,,,,,,,,
畢,毕,bi4],the whole of,to finish,to complete,complete,full,finished,,,,,,,,,,,,
畢其功於一役,毕其功于一役,bi4 qi2 gong1 yu2 yi1 yi4],to accomplish the whole task at one stroke (idiom),,,,,,,,,,,,,,,,,
畢典,毕典,bi4 dian3],graduation ceremony,(Tw) (coll.) to graduate,abbr. for 畢業典禮|毕业典礼[bi4 ye4 dian3 li3],,,,,,,,,,,,,,,
畢加索,毕加索,Bi4 jia1 suo3],Picasso,,,,,,,,,,,,,,,,,
畢卡索,毕卡索,Bi4 ka3 suo3],Picasso (Tw),,,,,,,,,,,,,,,,,
畢命,毕命,bi4 ming4],to die (in an accident etc),to have one's life cut short,,,,,,,,,,,,,,,,
畢婚,毕婚,bi4 hun1],to get married right after graduation,,,,,,,,,,,,,,,,,
畢宿五,毕宿五,bi4 xiu4 wu3],Aldebaran or Alpha Tauri,,,,,,,,,,,,,,,,,
畢尼奧夫,毕尼奥夫,Bi4 ni2 ao4 fu1],Hugo Benioff (1899-1968) Caltech seismologist,,,,,,,,,,,,,,,,,
畢尼奧夫帶,毕尼奥夫带,Bi4 ni2 ao4 fu1 dai4],Benioff zone (geology),also called Wadati-Benioff zone,,,,,,,,,,,,,,,,
畢恭畢敬,毕恭毕敬,bi4 gong1 bi4 jing4],reverent and respectful,extremely deferential,,,,,,,,,,,,,,,,
畢摩,毕摩,bi4 mo2],shaman among the Yi ethnic group,,,,,,,,,,,,,,,,,
