寄發,寄发,ji4 fa1],to dispatch,to send out (mail),,,,,,,,,,,,,,,,
寄籍,寄籍,ji4 ji2],to register as domiciled in another land,naturalization,,,,,,,,,,,,,,,,
寄託,寄托,ji4 tuo1],to entrust (to sb),to place (one's hope energy etc) in,a thing in which you invest (your hope energy etc),,,,,,,,,,,,,,,
寄賣,寄卖,ji4 mai4],to consign for sale,,,,,,,,,,,,,,,,,
寄跡,寄迹,ji4 ji4],to live away from home temporarily,,,,,,,,,,,,,,,,,
寄辭,寄辞,ji4 ci2],to send a message,,,,,,,,,,,,,,,,,
寄送,寄送,ji4 song4],to send,to transmit,,,,,,,,,,,,,,,,
寄達,寄达,ji4 da2],to send sth by mail,,,,,,,,,,,,,,,,,
寄遞,寄递,ji4 di4],delivery (of mail),,,,,,,,,,,,,,,,,
寄銷,寄销,ji4 xiao1],to dispatch,consigned (goods),,,,,,,,,,,,,,,,
寄頓,寄顿,ji4 dun4],to place in safe keeping,to leave sth with sb,,,,,,,,,,,,,,,,
寄養,寄养,ji4 yang3],to place in the care of sb (a child pet etc),to foster,to board out,,,,,,,,,,,,,,,
寅,寅,yin2],3rd earthly branch: 3-5 a.m. 1st solar month (4th February-5th March) year of the Tiger,ancient Chinese compass point: 60°,,,,,,,,,,,,,,,,
寅吃卯糧,寅吃卯粮,yin2 chi1 mao3 liang2],lit. eating away next year's food in advance,fig. to dip into the next month's check,live now pay later,,,,,,,,,,,,,,,
寅支卯糧,寅支卯粮,yin2 zhi1 mao3 liang2],see 寅吃卯糧|寅吃卯粮[yin2 chi1 mao3 liang2],,,,,,,,,,,,,,,,,
寅時,寅时,yin2 shi2],3-5 am (in the system of two-hour subdivisions used in former times),,,,,,,,,,,,,,,,,
寅虎,寅虎,yin2 hu3],Year 3 year of the Tiger (e.g. 2010),,,,,,,,,,,,,,,,,
密,密,Mi4],surname Mi,name of an ancient state,,,,,,,,,,,,,,,,
密,密,mi4],secret,confidential,close,thick,dense,,,,,,,,,,,,,
密不可分,密不可分,mi4 bu4 ke3 fen1],inextricably linked (idiom),inseparable,,,,,,,,,,,,,,,,
密不透風,密不透风,mi4 bu4 tou4 feng1],wrapped up tight,bundled up tight,closed up tight,air-tight,,,,,,,,,,,,,,
密令,密令,mi4 ling4],secret instruction,secret order,,,,,,,,,,,,,,,,
密件,密件,mi4 jian4],secret documents,abbr. for 機密文件|机密文件,,,,,,,,,,,,,,,,
密使,密使,mi4 shi3],secret envoy,,,,,,,,,,,,,,,,,
密克羅尼西亞,密克罗尼西亚,Mi4 ke4 luo2 ni2 xi1 ya4],Micronesia in southwest pacific,,,,,,,,,,,,,,,,,
密函,密函,mi4 han2],secret letter,,,,,,,,,,,,,,,,,
密切,密切,mi4 qie4],close,familiar,intimate,closely (related),to foster close ties,to pay close attention,,,,,,,,,,,,
密切注意,密切注意,mi4 qie4 zhu4 yi4],to pay close attention (to sth),,,,,,,,,,,,,,,,,
密切注視,密切注视,mi4 qie4 zhu4 shi4],to watch closely,,,,,,,,,,,,,,,,,
密切相連,密切相连,mi4 qie4 xiang1 lian2],to relate closely,closely related,,,,,,,,,,,,,,,,
密切相關,密切相关,mi4 qie4 xiang1 guan1],closely related,,,,,,,,,,,,,,,,,
密友,密友,mi4 you3],close friend,,,,,,,,,,,,,,,,,
密司脫,密司脱,mi4 si1 tuo1],variant of 密斯脫|密斯脱[mi4 si1 tuo1],,,,,,,,,,,,,,,,,
密合,密合,mi4 he2],close-fitting,tightly sealed,,,,,,,,,,,,,,,,
密告,密告,mi4 gao4],to report secretly,to tip off,,,,,,,,,,,,,,,,
密商,密商,mi4 shang1],to negotiate in secret,confidential discussions,,,,,,,,,,,,,,,,
密報,密报,mi4 bao4],secret report,,,,,,,,,,,,,,,,,
密宗,密宗,Mi4 zong1],Vajrayana,Tantric Buddhism,,,,,,,,,,,,,,,,
密宗,密宗,mi4 zong1],tantra,,,,,,,,,,,,,,,,,
密室,密室,mi4 shi4],cell,private room,,,,,,,,,,,,,,,,
密密,密密,mi4 mi4],thick,dense,close,,,,,,,,,,,,,,,
密密匝匝,密密匝匝,mi4 mi5 za1 za1],thick,concentrated,dense,,,,,,,,,,,,,,,
密密實實,密密实实,mi4 mi5 shi2 shi5],thick,concentrated,,,,,,,,,,,,,,,,
密密層層,密密层层,mi4 mi5 ceng2 ceng2],tightly packed,closely layered,,,,,,,,,,,,,,,,
密密扎扎,密密扎扎,mi4 mi4 zha1 zha1],thick,dense,,,,,,,,,,,,,,,,
密密麻麻,密密麻麻,mi4 mi5 ma2 ma2],numerous and close together,densely packed,thickly dotted,thick,dense,,,,,,,,,,,,,
密實,密实,mi4 shi2],close (texture),dense,densely woven,,,,,,,,,,,,,,,
密封,密封,mi4 feng1],to seal up,,,,,,,,,,,,,,,,,
密封膠,密封胶,mi4 feng1 jiao1],sealant,sealing glue,,,,,,,,,,,,,,,,
密封艙,密封舱,mi4 feng1 cang1],sealed compartment,,,,,,,,,,,,,,,,,
密封輻射源,密封辐射源,mi4 feng1 fu2 she4 yuan2],sealed radiation source,,,,,,,,,,,,,,,,,
密山,密山,Mi4 shan1],Mishan county level city in Jixi 雞西|鸡西[Ji1 xi1] Heilongjiang,,,,,,,,,,,,,,,,,
密山市,密山市,Mi4 shan1 shi4],Mishan county level city in Jixi 雞西|鸡西[Ji1 xi1] Heilongjiang,,,,,,,,,,,,,,,,,
密布,密布,mi4 bu4],to cover densely,,,,,,,,,,,,,,,,,
密帳,密帐,mi4 zhang4],secret account (e.g. bank account),,,,,,,,,,,,,,,,,
密度,密度,mi4 du4],density,thickness,,,,,,,,,,,,,,,,
密度波,密度波,mi4 du4 bo1],density wave,,,,,,,,,,,,,,,,,
密度計,密度计,mi4 du4 ji4],density gauge,,,,,,,,,,,,,,,,,
密排,密排,mi4 pai2],leading (between lines of type),,,,,,,,,,,,,,,,,
密探,密探,mi4 tan4],secret agent,detective,covert investigator,,,,,,,,,,,,,,,
密接,密接,mi4 jie1],closely connected,inseparably related,,,,,,,,,,,,,,,,
密教,密教,mi4 jiao4],esoteric Buddhism,,,,,,,,,,,,,,,,,
密文,密文,mi4 wen2],coded text,cypher,,,,,,,,,,,,,,,,
密斯,密斯,Mi4 si1],Miss (loanword),,,,,,,,,,,,,,,,,
密斯脫,密斯脱,mi4 si1 tuo1],mister (loanword),,,,,,,,,,,,,,,,,
密會,密会,mi4 hui4],secret meeting,to meet secretly,,,,,,,,,,,,,,,,
密林,密林,mi4 lin2],jungle,,,,,,,,,,,,,,,,,
密植,密植,mi4 zhi2],close planting,,,,,,,,,,,,,,,,,
密歇根,密歇根,Mi4 xie1 gen1],Michigan US state,,,,,,,,,,,,,,,,,
密歇根大學,密歇根大学,Mi4 xie1 gen1 Da4 xue2],University of Michigan,,,,,,,,,,,,,,,,,
密歇根州,密歇根州,Mi4 xie1 gen1 zhou1],Michigan US state,,,,,,,,,,,,,,,,,
密歇根湖,密歇根湖,Mi4 xie1 gen1 Hu2],Lake Michigan one of the Great Lakes 五大湖[Wu3 da4 hu2],,,,,,,,,,,,,,,,,
密爾沃基,密尔沃基,Mi4 er3 wo4 ji1],Milwaukee (city),,,,,,,,,,,,,,,,,
密特朗,密特朗,Mi4 te4 lang3],Mitterrand,,,,,,,,,,,,,,,,,
密碼,密码,mi4 ma3],code,secret code,password,pin number,,,,,,,,,,,,,,
密碼保護,密码保护,mi4 ma3 bao3 hu4],password protection,,,,,,,,,,,,,,,,,
密碼子,密码子,mi4 ma3 zi5],codon,,,,,,,,,,,,,,,,,
密碼學,密码学,mi4 ma3 xue2],cryptography,,,,,,,,,,,,,,,,,
密碼鎖,密码锁,mi4 ma3 suo3],combination lock,,,,,,,,,,,,,,,,,
密碼電報,密码电报,mi4 ma3 dian4 bao4],coded telegram,ciphered cable,,,,,,,,,,,,,,,,
密簷塔,密檐塔,mi4 yan2 ta3],multi-eaved pagoda,,,,,,,,,,,,,,,,,
密約,密约,mi4 yue1],secret appointment,,,,,,,,,,,,,,,,,
密緻,密致,mi4 zhi4],dense,close spaced,,,,,,,,,,,,,,,,
密縣,密县,Mi4 xian4],Mi county in Henan,,,,,,,,,,,,,,,,,
密縫,密缝,mi4 feng2],tight seam,to calk,,,,,,,,,,,,,,,,
密織,密织,mi4 zhi1],closely woven,,,,,,,,,,,,,,,,,
密而不宣,密而不宣,mi4 er2 bu4 xuan1],confidential,secret,hush-hush,,,,,,,,,,,,,,,
密蘇里,密苏里,Mi4 su1 li3],Missouri,,,,,,,,,,,,,,,,,
密蘇里州,密苏里州,Mi4 su1 li3 zhou1],Missouri,,,,,,,,,,,,,,,,,
密西根,密西根,Mi4 xi1 gen1],Michigan US state (Tw),,,,,,,,,,,,,,,,,
密西根州,密西根州,Mi4 xi1 gen1 Zhou1],Michigan US state (Tw),,,,,,,,,,,,,,,,,
密西西比,密西西比,Mi4 xi1 xi1 bi3],Mississippi,,,,,,,,,,,,,,,,,
密西西比州,密西西比州,Mi4 xi1 xi1 bi3 zhou1],Mississippi US state,,,,,,,,,,,,,,,,,
密西西比河,密西西比河,Mi4 xi1 xi1 bi3 He2],Mississippi River,,,,,,,,,,,,,,,,,
密詔,密诏,mi4 zhao4],secret imperial edict,,,,,,,,,,,,,,,,,
密語,密语,mi4 yu3],secret talk,coded language,cypher,code,,,,,,,,,,,,,,
密談,密谈,mi4 tan2],commune,private discussion,,,,,,,,,,,,,,,,
密謀,密谋,mi4 mou2],conspiracy,secret plan,to conspire,,,,,,,,,,,,,,,
密送,密送,mi4 song4],Bcc (for email),Blind carbon copy (for email),,,,,,,,,,,,,,,,
密閉,密闭,mi4 bi4],sealed,airtight,,,,,,,,,,,,,,,,
密閉式循環再呼吸水肺系統,密闭式循环再呼吸水肺系统,mi4 bi4 shi4 xun2 huan2 zai4 hu1 xi1 shui3 fei4 xi4 tong3],closed-circuit rebreather scuba (diving),,,,,,,,,,,,,,,,,
密閉艙,密闭舱,mi4 bi4 cang1],sealed cabin,,,,,,,,,,,,,,,,,
密閉貨艙,密闭货舱,mi4 bi4 huo4 cang1],sealed cabin,,,,,,,,,,,,,,,,,
密閉門,密闭门,mi4 bi4 men2],airtight door,,,,,,,,,,,,,,,,,
密集,密集,mi4 ji2],concentrated,crowded together,intensive,compressed,,,,,,,,,,,,,,
密雲,密云,Mi4 yun2],Miyun town and county in Beijing,,,,,,,,,,,,,,,,,
密雲縣,密云县,Mi4 yun2 xian4],Miyun county in Beijing,,,,,,,,,,,,,,,,,
密電,密电,mi4 dian4],coded telegram,secret telegram,,,,,,,,,,,,,,,,
密麻麻,密麻麻,mi4 ma2 ma2],see 密密麻麻|密密麻麻[mi4 mi5 ma2 ma2],,,,,,,,,,,,,,,,,
寇,寇,kou4],to invade,to plunder,bandit,foe,enemy,,,,,,,,,,,,,
寇攘,寇攘,kou4 rang3],to rob and steal,,,,,,,,,,,,,,,,,
寇比力克,寇比力克,Kou4 bi3 li4 ke4],see 庫布里克|库布里克[Ku4 bu4 li3 ke4],,,,,,,,,,,,,,,,,
寇比力剋,寇比力克,Kou4 bi3 li4 ke4],Kubrick (Stanley),,,,,,,,,,,,,,,,,
寇準,寇准,Kou4 Zhun3],Kou Zhun (961-1023) Northern Song politician and poet,,,,,,,,,,,,,,,,,
富,富,Fu4],surname Fu,,,,,,,,,,,,,,,,,
富,富,fu4],rich,abundant,wealthy,,,,,,,,,,,,,,,
富不過三代,富不过三代,fu4 bu4 guo4 san1 dai4],wealth never survives three generations (idiom),,,,,,,,,,,,,,,,,
富二代,富二代,fu4 er4 dai4],children of entrepreneurs who became wealthy under Deng Xiaoping's economic reforms in the 1980s,see also 窮二代|穷二代[qiong2 er4 dai4],,,,,,,,,,,,,,,,
富于,富于,fu4 yu2],to be full of,to be rich in,,,,,,,,,,,,,,,,
富人,富人,fu4 ren2],rich man,,,,,,,,,,,,,,,,,
富可敵國,富可敌国,fu4 ke3 di2 guo2],having wealth equivalent to that of an entire nation (idiom),extremely wealthy,,,,,,,,,,,,,,,,
富商,富商,fu4 shang1],rich merchant,,,,,,,,,,,,,,,,,
富商大賈,富商大贾,fu4 shang1 da4 gu3],tycoon,magnate,,,,,,,,,,,,,,,,
富商巨賈,富商巨贾,fu4 shang1 ju4 gu3],tycoon,magnate,,,,,,,,,,,,,,,,
富國,富国,fu4 guo2],rich country,make the country wealthy (political slogan),,,,,,,,,,,,,,,,
富國安民,富国安民,fu4 guo2 an1 min2],to make the country rich and the people at peace,,,,,,,,,,,,,,,,,
富國強兵,富国强兵,fu4 guo2 qiang2 bing1],lit. rich country strong army (idiom); slogan of legalist philosophers in pre-Han times,Make the country wealthy and the military powerful slogan of modernizers in Qing China and Meiji Japan (Japanese pronunciation: Fukoku kyōhei),,,,,,,,,,,,,,,,
富士,富士,Fu4 shi4],Fuji (Japanese company),,,,,,,,,,,,,,,,,
富士山,富士山,Fu4 shi4 Shan1],Mt. Fuji Japan,,,,,,,,,,,,,,,,,
富士康,富士康,Fu4 shi4 kang1],Foxconn Technology Group,abbr. of 富士康科技集團|富士康科技集团[Fu4 shi4 kang1 ke1 ji4 ji2 tuan2],,,,,,,,,,,,,,,,
富士康科技集團,富士康科技集团,Fu4 shi4 kang1 Ke1 ji4 Ji2 tuan2],Foxconn Technology Group,,,,,,,,,,,,,,,,,
富士通,富士通,Fu4 shi4 tong1],Fujitsu,,,,,,,,,,,,,,,,,
富婆,富婆,fu4 po2],wealthy woman,,,,,,,,,,,,,,,,,
富孀,富孀,fu4 shuang1],rich widow,,,,,,,,,,,,,,,,,
富富有餘,富富有余,fu4 fu4 you3 yu2],richly provided for,having enough and to spare,,,,,,,,,,,,,,,,
富寧,富宁,Fu4 ning2],Funing county in Wenshan Zhuang and Miao autonomous prefecture 文山壯族苗族自治州|文山壮族苗族自治州[Wen2 shan1 Zhuang4 zu2 Miao2 zu2 zi4 zhi4 zhou1] Yunnan,,,,,,,,,,,,,,,,,
富寧縣,富宁县,Fu4 Ning2 xian4],Funing county in Wenshan Zhuang and Miao autonomous prefecture 文山壯族苗族自治州|文山壮族苗族自治州[Wen2 shan1 Zhuang4 zu2 Miao2 zu2 zi4 zhi4 zhou1] Yunnan,,,,,,,,,,,,,,,,,
富川瑤族自治縣,富川瑶族自治县,Fu4 chuan1 Yao2 zu2 Zi4 zhi4 xian4],Fuchuan Yao autonomous county in Hezhou 賀州|贺州[He4 zhou1] Guangxi,,,,,,,,,,,,,,,,,
富川縣,富川县,Fu4 chuan1 xian4],Fuchuan Yao autonomous county in Hezhou 賀州|贺州[He4 zhou1] Guangxi,,,,,,,,,,,,,,,,,
富布賴特,富布赖特,fu4 bu4 lai4 te4],Fulbright (scholarship),,,,,,,,,,,,,,,,,
富平,富平,Fu4 ping2],Fuping County in Weinan 渭南[Wei4 nan2] Shaanxi,,,,,,,,,,,,,,,,,
富平縣,富平县,Fu4 ping2 Xian4],Fuping County in Weinan 渭南[Wei4 nan2] Shaanxi,,,,,,,,,,,,,,,,,
富庶,富庶,fu4 shu4],populous and affluent,,,,,,,,,,,,,,,,,
富強,富强,fu4 qiang2],rich and powerful,,,,,,,,,,,,,,,,,
富得流油,富得流油,fu4 de5 liu2 you2],affluent,very rich,,,,,,,,,,,,,,,,
富態,富态,fu4 tai5],(euphemism) stout,portly,,,,,,,,,,,,,,,,
富戶,富户,fu4 hu4],rich family,large landlord,,,,,,,,,,,,,,,,
富拉爾基,富拉尔基,Fu4 la1 er3 ji1],Fularji district of Qiqihar city 齊齊哈爾|齐齐哈尔[Qi2 qi2 ha1 er3] Heilongjiang,,,,,,,,,,,,,,,,,
富拉爾基區,富拉尔基区,Fu4 la1 er3 ji1 qu1],Fularji district of Qiqihar city 齊齊哈爾|齐齐哈尔[Qi2 qi2 ha1 er3] Heilongjiang,,,,,,,,,,,,,,,,,
富於想像,富于想像,fu4 yu2 xiang3 xiang4],imaginative,,,,,,,,,,,,,,,,,
富春江,富春江,Fu4 chun1 jiang1],Fuchun River in Zhejiang,,,,,,,,,,,,,,,,,
富時,富时,fu4 shi2],FTSE (British provider of stock exchange indices such as FTSE 100),,,,,,,,,,,,,,,,,
富有,富有,fu4 you3],rich,full of,,,,,,,,,,,,,,,,
富民,富民,Fu4 min2],Fumin county in Kunming 昆明[Kun1 ming2] Yunnan,,,,,,,,,,,,,,,,,
富民,富民,fu4 min2],to enrich the people,,,,,,,,,,,,,,,,,
富民縣,富民县,Fu4 min2 xian4],Fumin county in Kunming 昆明[Kun1 ming2] Yunnan,,,,,,,,,,,,,,,,,
富源,富源,Fu4 yuan2],Fuyuan county in Qujing 曲靖[Qu3 jing4] Yunnan,,,,,,,,,,,,,,,,,
富源縣,富源县,Fu4 yuan2 xian4],Fuyuan county in Qujing 曲靖[Qu3 jing4] Yunnan,,,,,,,,,,,,,,,,,
富礦,富矿,fu4 kuang4],high-grade ore,,,,,,,,,,,,,,,,,
富納富提,富纳富提,Fu4 na4 fu4 ti2],Funafuti capital of Tuvalu,,,,,,,,,,,,,,,,,
富縣,富县,Fu4 xian4],Fu county in Yan'an 延安[Yan2 an1] Shaanxi,,,,,,,,,,,,,,,,,
富翁,富翁,fu4 weng1],rich person,millionaire,billionaire,,,,,,,,,,,,,,,
富良野,富良野,Fu4 liang2 ye3],Furano Hokkaidō Japan,,,,,,,,,,,,,,,,,
富色彩,富色彩,fu4 se4 cai3],colorful,,,,,,,,,,,,,,,,,
富蘊,富蕴,Fu4 yun4],Fuyun county in Altay prefecture 阿勒泰地區|阿勒泰地区[A1 le4 tai4 di4 qu1] Xinjiang,,,,,,,,,,,,,,,,,
富蘊縣,富蕴县,Fu4 yun4 xian4],Fuyun county in Altay prefecture 阿勒泰地區|阿勒泰地区[A1 le4 tai4 di4 qu1] Xinjiang,,,,,,,,,,,,,,,,,
富蘭克林,富兰克林,Fu4 lan2 ke4 lin2],Franklin,Benjamin Franklin (1706-1790) US Founding Father scientist and author,surname Franklin,,,,,,,,,,,,,,,
富裕,富裕,Fu4 yu4],Fuyu county in Qiqihar 齊齊哈爾|齐齐哈尔[Qi2 qi2 ha1 er3] Heilongjiang,,,,,,,,,,,,,,,,,
富裕,富裕,fu4 yu4],prosperous,well-to-do,well-off,,,,,,,,,,,,,,,
富裕縣,富裕县,Fu4 yu4 xian4],Fuyu county in Qiqihar 齊齊哈爾|齐齐哈尔[Qi2 qi2 ha1 er3] Heilongjiang,,,,,,,,,,,,,,,,,
富豪,富豪,fu4 hao2],rich and powerful person,,,,,,,,,,,,,,,,,
富貴,富贵,fu4 gui4],riches and honor,,,,,,,,,,,,,,,,,
富貴不能淫,富贵不能淫,fu4 gui4 bu4 neng2 yin2],not corrupted by wealth and honors,,,,,,,,,,,,,,,,,
富貴壽考,富贵寿考,fu4 gui4 shou4 kao3],rank wealth and long life,,,,,,,,,,,,,,,,,
富貴病,富贵病,fu4 gui4 bing4],rich person's ailment (needing expensive treatment and long recuperation),,,,,,,,,,,,,,,,,
富貴竹,富贵竹,fu4 gui4 zhu2],lucky bamboo (Dracaena sanderiana),,,,,,,,,,,,,,,,,
富貴角,富贵角,Fu4 gui4 jiao3],Cape Fukuei the northernmost point of Taiwan Island,,,,,,,,,,,,,,,,,
富足,富足,fu4 zu2],rich,plentiful,,,,,,,,,,,,,,,,
富農,富农,fu4 nong2],rich peasant,social class of people farming their own land intermediate between land-owner class 地主[di4 zhu3] and poor peasant 貧農|贫农[pin2 nong2],,,,,,,,,,,,,,,,
富里,富里,Fu4 li3],Fuli township in Hualien county 花蓮縣|花莲县[Hua1 lian2 xian4] east Taiwan,,,,,,,,,,,,,,,,,
富里鄉,富里乡,Fu4 li3 xiang1],Fuli township in Hualien county 花蓮縣|花莲县[Hua1 lian2 xian4] east Taiwan,,,,,,,,,,,,,,,,,
富錦,富锦,Fu4 jin3],Fujin county level city in Kiamusze or Jiamusi 佳木斯[Jia1 mu4 si1] Heilongjiang,,,,,,,,,,,,,,,,,
富錦市,富锦市,Fu4 jin3 shi4],Fujin county level city in Kiamusze or Jiamusi city 佳木斯[Jia1 mu4 si1] Heilongjiang,,,,,,,,,,,,,,,,,
富鐵土,富铁土,Fu4 tie3 tu3],Ferrosols (Chinese Soil Taxonomy),,,,,,,,,,,,,,,,,
富陽,富阳,Fu4 yang2],Fuyang county level city in Hangzhou 杭州[Hang2 zhou1] Zhejiang,,,,,,,,,,,,,,,,,
富陽市,富阳市,Fu4 yang2 shi4],Fuyang county level city in Hangzhou 杭州[Hang2 zhou1] Zhejiang,,,,,,,,,,,,,,,,,
富順,富顺,Fu4 shun4],Fushun county in Zigong 自貢|自贡[Zi4 gong4] Sichuan,,,,,,,,,,,,,,,,,
富順縣,富顺县,Fu4 shun4 xian4],Fushun county in Zigong 自貢|自贡[Zi4 gong4] Sichuan,,,,,,,,,,,,,,,,,
富餘,富余,fu4 yu5],in surplus,,,,,,,,,,,,,,,,,
富饒,富饶,fu4 rao2],fertile,richly provided,,,,,,,,,,,,,,,,
富麗堂皇,富丽堂皇,fu4 li4 tang2 huang2],sumptuous mansions (idiom); splendorous and majestic,,,,,,,,,,,,,,,,,
寎,寎,bing4],nightmare,start in sleep,,,,,,,,,,,,,,,,
寐,寐,mei4],to sleep soundly,,,,,,,,,,,,,,,,,
寐龍,寐龙,Mei4 long2],Mei dinosaur genus,Mei long dinosaur species,,,,,,,,,,,,,,,,
寑,寝,qin3],old variant of 寢|寝[qin3],,,,,,,,,,,,,,,,,
寒,寒,han2],cold,poor,to tremble,,,,,,,,,,,,,,,
寒亭,寒亭,Han2 ting2],Hanting district of Weifang city 濰坊市|潍坊市[Wei2 fang1 shi4] Shandong,,,,,,,,,,,,,,,,,
寒亭區,寒亭区,Han2 ting2 qu1],Hanting district of Weifang city 濰坊市|潍坊市[Wei2 fang1 shi4] Shandong,,,,,,,,,,,,,,,,,
寒假,寒假,han2 jia4],winter vacation,,,,,,,,,,,,,,,,,
寒傖,寒伧,han2 chen5],variant of 寒磣|寒碜[han2 chen5],,,,,,,,,,,,,,,,,
寒光閃閃,寒光闪闪,han2 guang1 shan3 shan3],to glitter like frost and snow (idiom),,,,,,,,,,,,,,,,,
寒冬,寒冬,han2 dong1],wintry,,,,,,,,,,,,,,,,,
寒冷,寒冷,han2 leng3],cold (climate),frigid,very cold,,,,,,,,,,,,,,,
寒喧,寒喧,han2 xuan1],to exchange conventional greetings,to exchange pleasantries,,,,,,,,,,,,,,,,
寒喧語,寒喧语,han2 xuan1 yu3],polite set phrase,salutation,pleasantries,,,,,,,,,,,,,,,
寒噤,寒噤,han2 jin4],a shiver,,,,,,,,,,,,,,,,,
寒天,寒天,han2 tian1],chilly weather,(loanword from Japanese) agar-agar,,,,,,,,,,,,,,,,
寒帶,寒带,han2 dai4],polar climate,,,,,,,,,,,,,,,,,
寒微,寒微,han2 wei1],of humble origin,,,,,,,,,,,,,,,,,
寒心,寒心,han2 xin1],disillusioned,bitterly disappointed,terrified,,,,,,,,,,,,,,,
寒意,寒意,han2 yi4],a nip in the air,chilliness,,,,,,,,,,,,,,,,
寒戰,寒战,han2 zhan4],shiver,,,,,,,,,,,,,,,,,
寒暄,寒暄,han2 xuan1],to exchange conventional greetings,to talk about the weather,,,,,,,,,,,,,,,,
寒武,寒武,Han2 wu3],Cambrian (geological period 545-495m years ago),,,,,,,,,,,,,,,,,
寒武爆發,寒武爆发,han2 wu3 bao4 fa1],the Cambrian explosion,,,,,,,,,,,,,,,,,
寒武紀,寒武纪,Han2 wu3 ji4],Cambrian geological period (545-495m years ago),,,,,,,,,,,,,,,,,
寒武紀大爆發,寒武纪大爆发,Han2 wu3 ji4 da4 bao4 fa1],the Cambrian explosion,,,,,,,,,,,,,,,,,
寒武紀生命大爆發,寒武纪生命大爆发,Han2 wu3 ji4 sheng1 ming4 da4 bao4 fa1],the Cambrian explosion,,,,,,,,,,,,,,,,,
寒毛,寒毛,han2 mao2],fine hair on the human body,,,,,,,,,,,,,,,,,
寒氣,寒气,han2 qi4],cold air,,,,,,,,,,,,,,,,,
寒流,寒流,han2 liu2],cold stream,,,,,,,,,,,,,,,,,
寒潮,寒潮,han2 chao2],cold wave,CL:股[gu3],,,,,,,,,,,,,,,,
寒磣,寒碜,han2 chen5],ugly,shameful,to ridicule,,,,,,,,,,,,,,,
寒窗,寒窗,han2 chuang1],a life of strenuous studies (idiom),,,,,,,,,,,,,,,,,
寒舍,寒舍,han2 she4],my humble home,,,,,,,,,,,,,,,,,
寒荊,寒荆,han2 jing1],(polite) my wife (old),,,,,,,,,,,,,,,,,
寒蟬,寒蝉,han2 chan2],cicada in winter,fig. mournful sound,,,,,,,,,,,,,,,,
寒衣,寒衣,han2 yi1],winter clothing,,,,,,,,,,,,,,,,,
寒酸,寒酸,han2 suan1],wretched,poverty-stricken,unpresentable (for clothing gifts etc),,,,,,,,,,,,,,,
寒門,寒门,han2 men2],poor and humble family,my family (humble),,,,,,,,,,,,,,,,
寒露,寒露,Han2 lu4],Hanlu or Cold Dew 17th of the 24 solar terms 二十四節氣|二十四节气 8th-22nd October,,,,,,,,,,,,,,,,,
寒風刺骨,寒风刺骨,han2 feng1 ci4 gu3],bone chilling wind (idiom),,,,,,,,,,,,,,,,,
寒食,寒食,han2 shi2],cold food (i.e. to abstain from cooked food for 3 days around the Qingming festival 清明節|清明节),the Qingming festival,,,,,,,,,,,,,,,,
寒鴉,寒鸦,han2 ya1],(bird species of China) Eurasian jackdaw (Coloeus monedula),,,,,,,,,,,,,,,,,
寓,寓,yu4],to reside,to imply,to contain,residence,,,,,,,,,,,,,,
寓居,寓居,yu4 ju1],to make one's home in,to reside in,to inhabit,,,,,,,,,,,,,,,
寓意,寓意,yu4 yi4],moral (of a story),lesson to be learned,implication,message,import,metaphorical meaning,,,,,,,,,,,,
寓意深遠,寓意深远,yu4 yi4 shen1 yuan3],the implied message is deep (idiom); having deep implications,,,,,,,,,,,,,,,,,
寓意深長,寓意深长,yu4 yi4 shen1 chang2],to have profound import (idiom); to be deeply significant,,,,,,,,,,,,,,,,,
寓所,寓所,yu4 suo3],dwelling,,,,,,,,,,,,,,,,,
寓管理于服務之中,寓管理于服务之中,yu4 guan3 li3 Yu2 fu2 wu4 zhi1 zhong1],integrated services management,,,,,,,,,,,,,,,,,
寓言,寓言,yu4 yan2],fable,CL:則|则[ze2],,,,,,,,,,,,,,,,
寔,寔,shi2],really,solid,,,,,,,,,,,,,,,,
寕,宁,ning4],old variant of 寧|宁[ning4],,,,,,,,,,,,,,,,,
寖,寖,jin4],old variant of 浸[jin4],,,,,,,,,,,,,,,,,
寗,寗,ning2],old variant of 甯|宁[ning2],,,,,,,,,,,,,,,,,
寘,寘,zhi4],to put aside,to put down,to discard,,,,,,,,,,,,,,,
寙,寙,yu3],bad,useless,weak,,,,,,,,,,,,,,,
寛,寛,kuan1],Japanese variant of 寬|宽,,,,,,,,,,,,,,,,,
寞,寞,mo4],lonesome,,,,,,,,,,,,,,,,,
察,察,Cha2],short name for Chahar Province 察哈爾|察哈尔[Cha2 ha1 er3],,,,,,,,,,,,,,,,,
察,察,cha2],to examine,to inquire,to observe,to inspect,to look into,obvious,clearly evident,,,,,,,,,,,
察合臺,察合台,Cha2 ge3 tai2],Chagatai (died 1241) a son of Genghis Khan,,,,,,,,,,,,,,,,,
察哈爾,察哈尔,Cha2 ha1 er3],Chahar Province (former province in North China existing from 1912-1936),,,,,,,,,,,,,,,,,
察哈爾右翼中旗,察哈尔右翼中旗,Cha2 ha1 er3 you4 yi4 zhong1 qi2],Chahar Right Center banner or Caxar Baruun Garyn Dund khoshuu in Ulaanchab 烏蘭察布|乌兰察布[Wu1 lan2 cha2 bu4] Inner Mongolia,,,,,,,,,,,,,,,,,
