traditional,simplified,pinyin,translation_1,translation_2,translation_3,translation_4,translation_5,translation_6,translation_7,translation_8,translation_9,translation_10,translation_11,translation_12,translation_13,translation_14,translation_15,translation_16,translation_17,translation_18
邊界線,边界线,bian1 jie4 xian4],boundary line,border line,,,,,,,,,,,,,,,,
邊疆,边疆,bian1 jiang1],border area,borderland,frontier,frontier region,,,,,,,,,,,,,,
邊窗,边窗,bian1 chuang1],side window,,,,,,,,,,,,,,,,,
邊線,边线,bian1 xian4],sideline,foul line,,,,,,,,,,,,,,,,
邊緣,边缘,bian1 yuan2],edge,fringe,verge,brink,periphery,marginal,borderline,,,,,,,,,,,
邊緣人,边缘人,bian1 yuan2 ren2],marginalized people (not part of mainstream society),marginal man (term coined by social psychologist Kurt Lewin referring to a person in transition between two cultures or social groups not fully belonging to either),,,,,,,,,,,,,,,,
邊緣化,边缘化,bian1 yuan2 hua4],to marginalize,marginalization,,,,,,,,,,,,,,,,
邊緣地區,边缘地区,bian1 yuan2 di4 qu1],border area,,,,,,,,,,,,,,,,,
邊緣性人格障礙,边缘性人格障碍,bian1 yuan2 xing4 ren2 ge2 zhang4 ai4],borderline personality disorder (BPD),,,,,,,,,,,,,,,,,
邊緣系統,边缘系统,bian1 yuan2 xi4 tong3],limbic system,,,,,,,,,,,,,,,,,
邊聲,边声,bian1 sheng1],outlandish sounds (wind blowing on frontier wild horses neighing etc),,,,,,,,,,,,,,,,,
邊裔,边裔,bian1 yi4],remote area,distant marches,,,,,,,,,,,,,,,,
邊角料,边角料,bian1 jiao3 liao4],scrap,bits and pieces left over,,,,,,,,,,,,,,,,
邊角科,边角科,bian1 jiao3 ke1],leftover bits and pieces (of industrial material),,,,,,,,,,,,,,,,,
邊遠,边远,bian1 yuan3],far from the center,remote,outlying,,,,,,,,,,,,,,,
邊鄙,边鄙,bian1 bi3],remote,border area,,,,,,,,,,,,,,,,
邊釁,边衅,bian1 xin4],clash on the frontier,border conflict,,,,,,,,,,,,,,,,
邊鋒,边锋,bian1 feng1],wing,wing forward,,,,,,,,,,,,,,,,
邊長,边长,bian1 chang2],length (of a side geom.),,,,,,,,,,,,,,,,,
邊門,边门,bian1 men2],side door,wicket door,,,,,,,,,,,,,,,,
邊關,边关,bian1 guan1],border station,strategic defensive position on frontier,,,,,,,,,,,,,,,,
邊防,边防,bian1 fang2],frontier defense,,,,,,,,,,,,,,,,,
邊防站,边防站,bian1 fang2 zhan4],border station,frontier post,,,,,,,,,,,,,,,,
邊防警察,边防警察,bian1 fang2 jing3 cha2],border police,,,,,,,,,,,,,,,,,
邊防軍,边防军,bian1 fang2 jun1],border guard,frontier army,,,,,,,,,,,,,,,,
邊陲,边陲,bian1 chui2],border area,frontier,,,,,,,,,,,,,,,,
邊際,边际,bian1 ji4],limit,bound,boundary,(economics) marginal,,,,,,,,,,,,,,
邊際報酬,边际报酬,bian1 ji4 bao4 chou2],marginal returns,,,,,,,,,,,,,,,,,
邊際成本,边际成本,bian1 ji4 cheng2 ben3],marginal cost,,,,,,,,,,,,,,,,,
邊音,边音,bian1 yin1],lateral consonant (phonetics),,,,,,,,,,,,,,,,,
邊頭,边头,bian1 tou2],the end,border,just before the end,,,,,,,,,,,,,,,
邋,邋,la1],see 邋遢[la1 ta5],,,,,,,,,,,,,,,,,
邋裡邋遢,邋里邋遢,la1 li5 la1 ta5],messy,slovenly,unkempt,,,,,,,,,,,,,,,
邋遢,邋遢,la1 ta5],sloppy,,,,,,,,,,,,,,,,,
邎,邎,yao2],variant of 遙|遥 distant,remote,far,far away,,,,,,,,,,,,,,
邏,逻,luo2],patrol,,,,,,,,,,,,,,,,,
邏各斯,逻各斯,luo2 ge4 si1],logos (transliteration),,,,,,,,,,,,,,,,,
邏輯,逻辑,luo2 ji5],logic (loanword),,,,,,,,,,,,,,,,,
邏輯學,逻辑学,luo2 ji5 xue2],logic,,,,,,,,,,,,,,,,,
邏輯演算,逻辑演算,luo2 ji5 yan3 suan4],logical calculation,,,,,,,,,,,,,,,,,
邏輯炸彈,逻辑炸弹,luo2 ji2 zha4 dan4],logic bomb,,,,,,,,,,,,,,,,,
邏輯錯誤,逻辑错误,luo2 ji5 cuo4 wu4],logical error,,,,,,,,,,,,,,,,,
邏輯鏈路控制,逻辑链路控制,luo2 ji5 lian4 lu4 kong4 zhi4],logical link control,LLC,,,,,,,,,,,,,,,,
邐,逦,li3],winding,,,,,,,,,,,,,,,,,
邑,邑,yi4],city,village,,,,,,,,,,,,,,,,
邕,邕,Yong1],Yong river (Guangxi),Nanning (Guangxi),,,,,,,,,,,,,,,,
邕,邕,yong1],city surrounded by a moat,old variant of 雍[yong1],old variant of 壅[yong1],,,,,,,,,,,,,,,
邕寧,邕宁,Yong1 ning2],Yongnning District of Nanning City 南寧市|南宁市[Nan2 ning2 Shi4] Guangxi,,,,,,,,,,,,,,,,,
邕寧區,邕宁区,Yong1 ning2 Qu1],Yongnning District of Nanning City 南寧市|南宁市[Nan2 ning2 Shi4] Guangxi,,,,,,,,,,,,,,,,,
邕邕,邕邕,yong1 yong1],variant of 雍雍[yong1 yong1],,,,,,,,,,,,,,,,,
邗,邗,han2],name of an ancient river,,,,,,,,,,,,,,,,,
邗江,邗江,Han2 jiang1],Hanjiang district of Yangzhou city 揚州市|扬州市[Yang2 zhou1 shi4] Jiangsu,,,,,,,,,,,,,,,,,
邗江區,邗江区,Han2 jiang1 qu1],Hanjiang district of Yangzhou city 揚州市|扬州市[Yang2 zhou1 shi4] Jiangsu,,,,,,,,,,,,,,,,,
邘,邘,Yu2],surname Yu,,,,,,,,,,,,,,,,,
邘,邘,yu2],place name,,,,,,,,,,,,,,,,,
邙,邙,Mang2],Mt Mang at Luoyang in Henan with many Han Wei and Jin dynasty royal tombs,,,,,,,,,,,,,,,,,
邙山,邙山,Mang2 shan1],Mt Mang at Luoyang in Henan with many Han Wei and Jin dynasty royal tombs,,,,,,,,,,,,,,,,,
邙山行,邙山行,Mang2 shan1 xing2],a form of Yuefu 樂府|乐府 mourning song or elegy,lit. to visit a tomb on Mt Mang,,,,,,,,,,,,,,,,
邛,邛,qiong2],mound,place name,,,,,,,,,,,,,,,,
邛崍,邛崃,Qiong2 lai2],Qionglai county level city in Chengdu 成都[Cheng2 du1] Sichuan,,,,,,,,,,,,,,,,,
邛崍山,邛崃山,Qiong2 lai2 shan1],Mt Qionglai in west Sichuan the watershed between Minjiang 岷江 and Daduhe 大渡河,,,,,,,,,,,,,,,,,
邛崍山脈,邛崃山脉,Qiong2 lai2 shan1 mai4],Qionglai mountains on the boundary of the Sichuan basin 四川盆地,,,,,,,,,,,,,,,,,
邛崍市,邛崃市,Qiong2 lai2 shi4],Qionglai county level city in Chengdu 成都[Cheng2 du1] Sichuan,,,,,,,,,,,,,,,,,
邠,邠,Bin1],variant of 豳[Bin1],,,,,,,,,,,,,,,,,
邠,邠,bin1],variant of 彬[bin1],,,,,,,,,,,,,,,,,
邡,邡,Fang1],name of a district in Sichuan,,,,,,,,,,,,,,,,,
邢,邢,Xing2],surname Xing,place name,,,,,,,,,,,,,,,,
邢台,邢台,Xing2 tai2],Xingtai prefecture level city in Hebei,also Xingtai county,,,,,,,,,,,,,,,,
邢台地區,邢台地区,Xing2 tai2 di4 qu1],Xingtai county (old name),,,,,,,,,,,,,,,,,
邢台市,邢台市,Xing2 tai2 shi4],Xingtai prefecture level city in Hebei,,,,,,,,,,,,,,,,,
邢台縣,邢台县,Xing2 tai2 xian4],Xingtai county in Xingtai 邢台[Xing2 tai2] Hebei,,,,,,,,,,,,,,,,,
那,那,Na1],surname Na,,,,,,,,,,,,,,,,,
那,那,Nuo2],surname Nuo,,,,,,,,,,,,,,,,,
那,那,na3],variant of 哪[na3],,,,,,,,,,,,,,,,,
那,那,na4],that,those,then (in that case),commonly pr. [nei4] before a classifier esp. in Beijing,,,,,,,,,,,,,,
那,那,nuo2],(archaic) many,beautiful,how,old variant of 挪[nuo2],,,,,,,,,,,,,,
那不勒斯,那不勒斯,Na4 bu4 le4 si1],Napoli capital of Campania region of Italy,Naples,,,,,,,,,,,,,,,,
那不勒斯王國,那不勒斯王国,Na4 bu4 le4 si1 wang2 guo2],Kingdom of Naples (1282-1860),,,,,,,,,,,,,,,,,
那世,那世,na4 shi4],the world of the dead,,,,,,,,,,,,,,,,,
那些,那些,na4 xie1],those,,,,,,,,,,,,,,,,,
那個,那个,na4 ge5],that one,also pr. [nei4 ge5],,,,,,,,,,,,,,,,
那個人,那个人,na4 ge4 ren2],lit. that person,fig. the person you have been looking for,Mr Right,the girl of one's dreams,,,,,,,,,,,,,,
那倒是,那倒是,na4 dao4 shi5],Oh that's true! (interjection of sudden realization),,,,,,,,,,,,,,,,,
那兒,那儿,na4 r5],there,,,,,,,,,,,,,,,,,
那古屋,那古屋,Na4 gu3 wu1],Nagoya city in Japan (old spelling),,,,,,,,,,,,,,,,,
那咱,那咱,na4 zan5],at that time (old),,,,,,,,,,,,,,,,,
那坡,那坡,Na4 po1],Napo county in Baise 百色[Bai3 se4] Guangxi,,,,,,,,,,,,,,,,,
那坡縣,那坡县,Na4 po1 xian4],Napo county in Baise 百色[Bai3 se4] Guangxi,,,,,,,,,,,,,,,,,
那天,那天,na4 tian1],that day,the other day,,,,,,,,,,,,,,,,
那拉提草原,那拉提草原,Na4 la1 di1 cao3 yuan2],Nalat grasslands,,,,,,,,,,,,,,,,,
那摩溫,那摩温,na4 mo2 wen1],"foreman (pidgin derived from ""number one"" rendered in hanzi) (old)",,,,,,,,,,,,,,,,,
那斯達克,那斯达克,Na4 si1 da2 ke4],NASDAQ (stock exchange),,,,,,,,,,,,,,,,,
那昝,那昝,na4 zan5],see 那咱[na4 zan5],,,,,,,,,,,,,,,,,
那是,那是,na4 shi5],(coll.) of course,naturally,indeed,,,,,,,,,,,,,,,
那時,那时,na4 shi2],then,at that time,in those days,,,,,,,,,,,,,,,
那時候,那时候,na4 shi2 hou5],at that time,,,,,,,,,,,,,,,,,
那曲,那曲,Na3 qu1],Nagchu town and prefecture in central Tibet,,,,,,,,,,,,,,,,,
那曲地區,那曲地区,Na4 qu3 di4 qu1],Nagchu prefecture in central Tibet Tibetan: Nag chu sa khul,,,,,,,,,,,,,,,,,
那曲市,那曲市,Na4 qu3 shi4],Nagchu city in Tibet,,,,,,,,,,,,,,,,,
那曲縣,那曲县,Na3 qu1 xian4],Nagchu county Tibetan: Nag chu rdzong in Nagchu prefecture 那曲地區|那曲地区[Na4 qu3 di4 qu1] central Tibet,,,,,,,,,,,,,,,,,
那木巴爾·恩赫巴亞爾,那木巴尔·恩赫巴亚尔,Na3 mu4 ba1 er3 · En1 he4 ba1 ya4 er3],Nambaryn Enkhbayar (1958-) Mongolian People's Revolutionary Party politician President of Mongolia 2005-2009,,,,,,,,,,,,,,,,,
那末,那末,na4 me5],variant of 那麼|那么[na4 me5],,,,,,,,,,,,,,,,,
那樣,那样,na4 yang4],that kind,that sort,,,,,,,,,,,,,,,,
那瑪夏,那玛夏,Na4 ma3 xia4],Namaxia township in Kaohsiung county 高雄縣|高雄县[Gao1 xiong2 xian4] southwest Taiwan,,,,,,,,,,,,,,,,,
那瑪夏鄉,那玛夏乡,Na4 ma3 xia4 xiang1],Namaxia township in Kaohsiung county 高雄縣|高雄县[Gao1 xiong2 xian4] southwest Taiwan,,,,,,,,,,,,,,,,,
那知,那知,na3 zhi1],variant of 哪知[na3 zhi1],,,,,,,,,,,,,,,,,
那種,那种,na4 zhong3],that,that kind of,that sort of,that type of,,,,,,,,,,,,,,
那空沙旺,那空沙旺,Na4 kong1 sha1 wang4],Paknampho city Thailand,,,,,,,,,,,,,,,,,
那維克,那维克,Na3 wei2 ke4],Narvik (city in Nordland Norway),,,,,,,,,,,,,,,,,
那裏,那里,na4 li5],there,that place,also written 那裡|那里,,,,,,,,,,,,,,,
那裡,那里,na4 li5],there,that place,,,,,,,,,,,,,,,,
那話兒,那话儿,na4 hua4 r5],genitalia,doohickey,thingumbob,,,,,,,,,,,,,,,
那達慕,那达慕,Na4 da2 mu4],Nadam or Games Mongolian national harvest festival in July-August,,,,,,,,,,,,,,,,,
那邊,那边,na4 bian5],over there,yonder,,,,,,,,,,,,,,,,
那陣,那阵,na4 zhen4],at that time,then,,,,,,,,,,,,,,,,
那陣子,那阵子,na4 zhen4 zi5],at that time,then,,,,,,,,,,,,,,,,
那鴻書,那鸿书,Na4 hong2 shu1],Book of Nahum,,,,,,,,,,,,,,,,,
那麼,那么,na4 me5],like that,in that way,or so,so,so very much,about,in that case,,,,,,,,,,,
那麽,那麽,na4 me5],variant of 那麼|那么[na4 me5],,,,,,,,,,,,,,,,,
邦,邦,bang1],country,nation,state,,,,,,,,,,,,,,,
邦交,邦交,bang1 jiao1],relations between two countries,diplomatic relations,,,,,,,,,,,,,,,,
邦國,邦国,bang1 guo2],country,state,,,,,,,,,,,,,,,,
邦德,邦德,Bang1 de2],Bond (name),,,,,,,,,,,,,,,,,
邦聯,邦联,bang1 lian2],confederation,,,,,,,,,,,,,,,,,
邦迪,邦迪,Bang1 di2],Bondi (name),Band-Aid (loanword),,,,,,,,,,,,,,,,
邧,邧,yuan2],place name,,,,,,,,,,,,,,,,,
邨,村,cun1],variant of 村[cun1],,,,,,,,,,,,,,,,,
邪,邪,xie2],demonic,iniquitous,nefarious,evil,unhealthy influences that cause disease (Chinese medicine),,,,,,,,,,,,,
邪不敵正,邪不敌正,xie2 bu4 di2 zheng4],good will always triumph over evil (idiom),,,,,,,,,,,,,,,,,
邪乎,邪乎,xie2 hu5],extraordinary,severe,exaggerated,overstated,fantastic,incredible,,,,,,,,,,,,
邪徑,邪径,xie2 jing4],depraved life,evil ways,fornication,,,,,,,,,,,,,,,
邪念,邪念,xie2 nian4],wicked idea,evil thought,evil desire,,,,,,,,,,,,,,,
邪惡,邪恶,xie2 e4],sinister,vicious,wicked,evil,,,,,,,,,,,,,,
邪惡軸心,邪恶轴心,xie2 e4 zhou2 xin1],the Axis of Evil,,,,,,,,,,,,,,,,,
邪教,邪教,xie2 jiao4],evil cult,,,,,,,,,,,,,,,,,
邪氣,邪气,xie2 qi4],evil influence,unhealthy trend,pathogeny (cause of disease) in TCM,as opposed to vital energy 正氣|正气[zheng4 qi4],,,,,,,,,,,,,,
邪知邪見,邪知邪见,xie2 zhi1 xie2 jian4],false wisdom and erroneous views (Buddhism),,,,,,,,,,,,,,,,,
邪祟,邪祟,xie2 sui4],evil spirit,,,,,,,,,,,,,,,,,
邪蕩,邪荡,xie2 dang4],obscene,,,,,,,,,,,,,,,,,
邪術,邪术,xie2 shu4],sorcery,,,,,,,,,,,,,,,,,
邪說,邪说,xie2 shuo1],harmful teachings,evil doctrine,,,,,,,,,,,,,,,,
邪財,邪财,xie2 cai2],windfall,easy money,ill-gotten gains,,,,,,,,,,,,,,,
邪路,邪路,xie2 lu4],see 邪道[xie2 dao4],,,,,,,,,,,,,,,,,
邪道,邪道,xie2 dao4],depraved life,evil ways,fornication,,,,,,,,,,,,,,,
邪門,邪门,xie2 men2],strange,unusual,evil ways,dishonest practices,,,,,,,,,,,,,,
邪門歪道,邪门歪道,xie2 men2 wai1 dao4],lit. devil's gate crooked path (idiom); corrupt practices,crooked methods,dishonesty,,,,,,,,,,,,,,,
邪靈,邪灵,xie2 ling2],evil spirits,,,,,,,,,,,,,,,,,
邪魔,邪魔,xie2 mo2],evil spirit,,,,,,,,,,,,,,,,,
邯,邯,han2],name of a district in Hebei,,,,,,,,,,,,,,,,,
邯山,邯山,Han2 shan1],Hanshan district of Handan city 邯鄲市|邯郸市[Han2 dan1 shi4] Hebei,,,,,,,,,,,,,,,,,
邯山區,邯山区,Han2 shan1 qu1],Hanshan district of Handan city 邯鄲市|邯郸市[Han2 dan1 shi4] Hebei,,,,,,,,,,,,,,,,,
邯鄲,邯郸,Han2 dan1],Handan prefecture level city in Hebei,also Handan county,,,,,,,,,,,,,,,,
邯鄲地區,邯郸地区,Han2 dan1 di4 qu1],Handan county (old name),,,,,,,,,,,,,,,,,
邯鄲學步,邯郸学步,Han2 dan1 xue2 bu4],to copy the way they walk in Handan (idiom),slavishly copying others one risks becoming a caricature,,,,,,,,,,,,,,,,
邯鄲市,邯郸市,Han2 dan1 shi4],Handan prefecture level city in Hebei,,,,,,,,,,,,,,,,,
邯鄲縣,邯郸县,Han2 dan1 xian4],Handan county in Handan 邯鄲|邯郸[Han2 dan1] Hebei,,,,,,,,,,,,,,,,,
邰,邰,Tai2],surname Tai,name of a feudal state,,,,,,,,,,,,,,,,
邱,邱,Qiu1],surname Qiu,,,,,,,,,,,,,,,,,
邱,邱,qiu1],mound,,,,,,,,,,,,,,,,,
邱吉爾,邱吉尔,Qiu1 ji2 er3],Winston Churchill (1874-1965) UK politican and prime minister 1940-1945 and 1951-1955,surname Churchill,,,,,,,,,,,,,,,,
邱比特,邱比特,qiu1 bi3 te4],Cupid (Eros),,,,,,,,,,,,,,,,,
邱縣,邱县,Qiu1 xian4],Qiu county in Handan 邯鄲|邯郸[Han2 dan1] Hebei,,,,,,,,,,,,,,,,,
邲,邲,Bi4],surname Bi,ancient place name,,,,,,,,,,,,,,,,
邳,邳,Pi1],surname Pi,Han dynasty county in modern Jiangsu,also pr. [Pei2],,,,,,,,,,,,,,,
邳,邳,pi1],variant of 丕[pi1],,,,,,,,,,,,,,,,,
邳州,邳州,Pi1 zhou1],Pizhou city in Xuzhou 徐州[Xu2 zhou1] Jiangsu,,,,,,,,,,,,,,,,,
邳州市,邳州市,Pi1 zhou1 shi4],Pizhou city in Xuzhou 徐州[Xu2 zhou1] Jiangsu,,,,,,,,,,,,,,,,,
邳縣,邳县,Pi1 xian4],Pi county in Jiangsu,,,,,,,,,,,,,,,,,
邴,邴,Bing3],surname Bing,,,,,,,,,,,,,,,,,
邴,邴,bing3],ancient city name,happy,,,,,,,,,,,,,,,,
邵,邵,Shao4],surname Shao,place name,,,,,,,,,,,,,,,,
邵伯湖,邵伯湖,Shao4 bo2 Hu2],Shaobo Lake freshwater lake in Jiangsu Province,,,,,,,,,,,,,,,,,
邵族,邵族,Shao4 zu2],Thao one of the indigenous peoples of Taiwan,,,,,,,,,,,,,,,,,
邵東,邵东,Shao4 dong1],Shaodong county in Shaoyang 邵陽|邵阳[Shao4 yang2] Hunan,,,,,,,,,,,,,,,,,
邵東縣,邵东县,Shao4 dong1 xian4],Shaodong county in Shaoyang 邵陽|邵阳[Shao4 yang2] Hunan,,,,,,,,,,,,,,,,,
邵武,邵武,Shao4 wu3],Shaowu county level city in Nanping 南平[Nan2 ping2] Fujian,,,,,,,,,,,,,,,,,
邵武市,邵武市,Shao4 wu3 shi4],Shaowu county level city in Nanping 南平[Nan2 ping2] Fujian,,,,,,,,,,,,,,,,,
邵逸夫,邵逸夫,Shao4 Yi4 fu1],Run Run Shaw (1907-2014) Hong Kong movie and television tycoon,,,,,,,,,,,,,,,,,
邵陽,邵阳,Shao4 yang2],Shaoyang prefecture level city in Hunan,,,,,,,,,,,,,,,,,
邵陽地區,邵阳地区,Shao4 yang2 di4 qu1],Shaoyang prefecture in Hunan,,,,,,,,,,,,,,,,,
邵陽市,邵阳市,Shao4 yang2 shi4],Shaoyang prefecture level city in Hunan,,,,,,,,,,,,,,,,,
邵陽縣,邵阳县,Shao4 yang2 xian4],Shaoyang county in Shaoyang 邵陽|邵阳[Shao4 yang2] Hunan,,,,,,,,,,,,,,,,,
邵雍,邵雍,Shao4 Yong1],Shao Yong (1011-1077) Northern Song poet and Rationalist scholar 理學家|理学家,,,,,,,,,,,,,,,,,
邵飄萍,邵飘萍,Shao4 Piao1 ping2],Shao Piaoping (1884-1926) pioneer of journalism and founder of newspaper Beijing Press 京報|京报 executed in 1926 by warlord Zhang Zuolin 張作霖|张作霖,,,,,,,,,,,,,,,,,
邶,邶,bei4],name of a feudal state,,,,,,,,,,,,,,,,,
邷,邷,Wa3],old place name,,,,,,,,,,,,,,,,,
邷,邷,wa3],to grab,see 邷麼兒|邷么儿[wa3 mo2 r5],,,,,,,,,,,,,,,,
邷麼兒,邷么儿,wa3 mo2 r5],to play knucklebones (dialect),,,,,,,,,,,,,,,,,
邸,邸,Di3],surname Di,,,,,,,,,,,,,,,,,
邸,邸,di3],residence of a high-ranking official,lodging-house,,,,,,,,,,,,,,,,
邸報,邸报,di3 bao4],imperial bulletin palace report dating back to Han dynasty,,,,,,,,,,,,,,,,,
邽,邽,Gui1],surname Gui,ancient place name,,,,,,,,,,,,,,,,
邾,邾,Zhu1],surname Zhu,,,,,,,,,,,,,,,,,
邾,邾,zhu1],name of a feudal state,,,,,,,,,,,,,,,,,
邿,邿,shi1],place name,,,,,,,,,,,,,,,,,
郁,郁,Yu4],surname Yu,,,,,,,,,,,,,,,,,
郁,郁,yu4],elegant,,,,,,,,,,,,,,,,,
郁達夫,郁达夫,Yu4 Da2 fu1],Yu Dafu (1896-1945) poet and novelist,,,,,,,,,,,,,,,,,
郃,郃,he2],name of a person,,,,,,,,,,,,,,,,,
郄,郄,Xi4],variant of 郤 surname Xi,,,,,,,,,,,,,,,,,
郅,郅,Zhi4],surname Zhi,,,,,,,,,,,,,,,,,
郅,郅,zhi4],extremely,very,,,,,,,,,,,,,,,,
郅隆,郅隆,zhi4 long2],prosperous,,,,,,,,,,,,,,,,,
郇,郇,xun2],name of a feudal state,,,,,,,,,,,,,,,,,
郇山隱修會,郇山隐修会,Xun2 shan1 yin3 xiu1 hui4],Priory of Zion (fictional masonic order),,,,,,,,,,,,,,,,,
郈,郈,Hou4],surname Hou,place name,,,,,,,,,,,,,,,,
郊,郊,Jiao1],surname Jiao,,,,,,,,,,,,,,,,,
郊,郊,jiao1],suburbs,outskirts,,,,,,,,,,,,,,,,
郊區,郊区,jiao1 qu1],suburban district,outskirts,suburbs,CL:個|个[ge4],,,,,,,,,,,,,,
郊外,郊外,jiao1 wai4],outskirts,,,,,,,,,,,,,,,,,
郊狼,郊狼,jiao1 lang2],coyote (Canis latrans),,,,,,,,,,,,,,,,,
郊遊,郊游,jiao1 you2],to go for an outing,to go on an excursion,,,,,,,,,,,,,,,,
郊野,郊野,jiao1 ye3],open area outside the city,countryside,,,,,,,,,,,,,,,,
郎,郎,Lang2],surname Lang,,,,,,,,,,,,,,,,,
郎,郎,lang2],(arch.) minister,official,noun prefix denoting function or status,a youth,,,,,,,,,,,,,,
郎世寧,郎世宁,Lang2 shi4 ning2],Giuseppe Castiglione (1688-1766) Jesuit who served as Qing court painter for 50 years,,,,,,,,,,,,,,,,,
郎中,郎中,lang2 zhong1],doctor (Chinese medicine),ancient official title,companions (respectful),,,,,,,,,,,,,,,
郎之萬,郎之万,Lang2 zhi1 wan4],Langevin (name),,,,,,,,,,,,,,,,,
郎君,郎君,lang2 jun1],my husband and master (archaic),playboy of rich family,pimp,,,,,,,,,,,,,,,
郎平,郎平,Lang2 Ping2],Jenny Lang Ping (1960-) Chinese volleyball player coach of USA women's national team since 2005,,,,,,,,,,,,,,,,,
郎才女貌,郎才女貌,lang2 cai2 nu:3 mao4],talented man and beautiful woman,ideal couple,,,,,,,,,,,,,,,,
郎朗,郎朗,Lang2 Lang3],Lang Lang (1982-) Chinese concert pianist,,,,,,,,,,,,,,,,,
郎格罕氏島,郎格罕氏岛,Lang2 ge2 han3 shi4 dao3],islets of Langerhans (medicine),,,,,,,,,,,,,,,,,
郎溪,郎溪,Lang2 xi1],Langxi county in Xuancheng 宣城[Xuan1 cheng2] Anhui,,,,,,,,,,,,,,,,,
郎溪縣,郎溪县,Lang2 xi1 xian4],Langxi county in Xuancheng 宣城[Xuan1 cheng2] Anhui,,,,,,,,,,,,,,,,,
郎肯循環,郎肯循环,lang2 ken3 xun2 huan2],Rankine cycle (engineering),,,,,,,,,,,,,,,,,
郎貓,郎猫,lang2 mao1],(coll.) tomcat,,,,,,,,,,,,,,,,,
郔,郔,Yan2],(place name),,,,,,,,,,,,,,,,,
郕,郕,Cheng2],surname Cheng,Zhou Dynasty (1046-256 BCE) vassal state,,,,,,,,,,,,,,,,
郗,郗,Chi1],surname Chi,name of an ancient city,,,,,,,,,,,,,,,,
郙,郙,fu3],ancient place name,,,,,,,,,,,,,,,,,
郚,郚,wu2],place name,,,,,,,,,,,,,,,,,
郛,郛,fu2],suburbs,,,,,,,,,,,,,,,,,
郜,郜,Gao4],surname Gao,name of a feudal state,,,,,,,,,,,,,,,,
郝,郝,Hao3],ancient place name,surname Hao,,,,,,,,,,,,,,,,
郝海東,郝海东,Hao3 Hai3 dong1],Hao Haidong (1970-) former Chinese soccer player,,,,,,,,,,,,,,,,,
郞,郞,Lang2],variant of 郎[Lang2],surname Lang,,,,,,,,,,,,,,,,
郞,郞,lang2],variant of 郎[lang2],,,,,,,,,,,,,,,,,
郟,郏,jia2],name of a district in Henan,,,,,,,,,,,,,,,,,
郟縣,郏县,Jia2 xian4],Jia county in Pingdingshan 平頂山|平顶山[Ping2 ding3 shan1] Henan,,,,,,,,,,,,,,,,,
郠,郠,Geng3],(place name),,,,,,,,,,,,,,,,,
郡,郡,jun4],canton,county,region,,,,,,,,,,,,,,,
郡守,郡守,jun4 shou3],senior provincial official in imperial China,,,,,,,,,,,,,,,,,
郡會,郡会,jun4 hui4],county capital,,,,,,,,,,,,,,,,,
郡望,郡望,jun4 wang4],(old) gentry,,,,,,,,,,,,,,,,,
郡治,郡治,jun4 zhi4],seat of the principal county magistrate in imperial China,,,,,,,,,,,,,,,,,
郡治安官,郡治安官,jun4 zhi4 an1 guan1],sheriff,,,,,,,,,,,,,,,,,
郢,郢,Ying3],Ying ancient capital of Chu 楚 in Hubei Jianling county 江陵縣|江陵县,,,,,,,,,,,,,,,,,
郢書燕說,郢书燕说,Ying3 shu1 Yan1 shuo1],lit. Ying writes a letter and Yan reads it,fig. to misinterpret the original meaning,to pile up errors,"refers to the letter from capital 郢[Ying3] of 楚[Chu3] in which the inadvertent words ""hold up the candle"" are mistaken by the minister of 燕[Yan1] as ""promote the wise""",,,,,,,,,,,,,,
郤,郤,Xi4],surname Xi,,,,,,,,,,,,,,,,,
郤,郤,xi4],variant of 隙[xi4],,,,,,,,,,,,,,,,,
部,部,bu4],ministry,department,section,part,division,troops,board,classifier for works of literature films machines etc,,,,,,,,,,
部下,部下,bu4 xia4],troops under one's command,subordinate,,,,,,,,,,,,,,,,
部件,部件,bu4 jian4],part,component,,,,,,,,,,,,,,,,
部位,部位,bu4 wei4],position,place,,,,,,,,,,,,,,,,
部分,部分,bu4 fen5],part,share,section,piece,CL:個|个[ge4],,,,,,,,,,,,,
